Spin(   12.5,   16.5,   2.5,   0.179089,   0.113556,   0.977258    ) 
Spin(   12.5,   18.5,   0.5,   0.135707,   -0.0204174,   -0.990539    ) 
Spin(   12.5,   18.5,   2.5,   0.0221504,   -0.0256547,   0.999425    ) 
Spin(   14.5,   0.5,   0.5,   0.982573,   0.121056,   0.141052    ) 
Spin(   14.5,   0.5,   2.5,   -0.653922,   -0.746094,   -0.125417    ) 
Spin(   14.5,   2.5,   0.5,   -0.717734,   0.613876,   -0.328655    ) 
Spin(   14.5,   2.5,   2.5,   -0.993017,   -0.0786196,   0.0879593    ) 
Spin(   14.5,   4.5,   0.5,   -0.713412,   -0.290516,   -0.637687    ) 
Spin(   14.5,   4.5,   2.5,   0.22479,   0.919542,   -0.322353    ) 
Spin(   14.5,   6.5,   0.5,   0.651512,   -0.75709,   -0.0484323    ) 
Spin(   14.5,   6.5,   2.5,   0.513664,   -0.269371,   0.81461    ) 
Spin(   14.5,   8.5,   0.5,   -0.358459,   -0.581381,   0.730413    ) 
Spin(   14.5,   8.5,   2.5,   0.376244,   0.210277,   0.902344    ) 
Spin(   14.5,   10.5,   0.5,   0.490392,   -0.337069,   0.803679    ) 
Spin(   14.5,   10.5,   2.5,   -0.0192944,   -0.0421425,   -0.998925    ) 
Spin(   14.5,   12.5,   0.5,   0.068269,   -0.0592861,   0.995904    ) 
Spin(   14.5,   12.5,   2.5,   0.793768,   -0.450228,   0.408933    ) 
Spin(   14.5,   14.5,   0.5,   -0.827253,   -0.476954,   -0.296929    ) 
Spin(   14.5,   14.5,   2.5,   -0.895494,   0.193158,   -0.400975    ) 
Spin(   14.5,   16.5,   0.5,   0.363172,   -0.232118,   -0.902345    ) 
Spin(   14.5,   16.5,   2.5,   0.618114,   0.746164,   -0.247334    ) 
Spin(   14.5,   18.5,   0.5,   0.213049,   0.023887,   -0.976749    ) 
Spin(   14.5,   18.5,   2.5,   -0.528043,   0.837724,   0.139241    ) 
Spin(   16.5,   0.5,   0.5,   -0.51517,   -0.835117,   -0.192818    ) 
Spin(   16.5,   0.5,   2.5,   0.803901,   0.198833,   0.560544    ) 
Spin(   16.5,   2.5,   0.5,   0.557406,   -0.797452,   -0.231017    ) 
Spin(   16.5,   2.5,   2.5,   -0.0682849,   -0.152857,   0.985886    ) 
Spin(   16.5,   4.5,   0.5,   -0.628817,   0.266594,   -0.730422    ) 
Spin(   16.5,   4.5,   2.5,   -0.600548,   -0.645227,   -0.472255    ) 
Spin(   16.5,   6.5,   0.5,   -0.624858,   -0.35422,   -0.695759    ) 
Spin(   16.5,   6.5,   2.5,   0.0491095,   -0.0987512,   0.9939    ) 
Spin(   16.5,   8.5,   0.5,   0.715622,   0.512955,   -0.474091    ) 
Spin(   16.5,   8.5,   2.5,   -0.0363211,   -0.99363,   -0.106679    ) 
Spin(   16.5,   10.5,   0.5,   -0.32718,   -0.667735,   -0.668643    ) 
Spin(   16.5,   10.5,   2.5,   -0.195463,   0.680854,   -0.705855    ) 
Spin(   16.5,   12.5,   0.5,   0.654213,   -0.370964,   0.659084    ) 
Spin(   16.5,   12.5,   2.5,   -0.898874,   -0.436046,   -0.0434776    ) 
Spin(   16.5,   14.5,   0.5,   0.427107,   -0.896602,   -0.116978    ) 
Spin(   16.5,   14.5,   2.5,   0.148661,   0.127547,   -0.980628    ) 
Spin(   16.5,   16.5,   0.5,   0.576818,   0.359713,   -0.733408    ) 
Spin(   16.5,   16.5,   2.5,   -0.191979,   -0.218276,   -0.956818    ) 
Spin(   16.5,   18.5,   0.5,   0.0634562,   0.108314,   0.992089    ) 
Spin(   16.5,   18.5,   2.5,   -0.367176,   -0.0333964,   -0.929552    ) 
Spin(   18.5,   0.5,   0.5,   -0.994827,   0.0786237,   -0.0643217    ) 
Spin(   18.5,   0.5,   2.5,   -0.341305,   -0.150748,   0.927786    ) 
Spin(   18.5,   2.5,   0.5,   -0.846835,   0.530229,   -0.0415713    ) 
Spin(   18.5,   2.5,   2.5,   -0.136777,   0.954659,   -0.26442    ) 
Spin(   18.5,   4.5,   0.5,   -0.828353,   -0.338182,   0.446614    ) 
Spin(   18.5,   4.5,   2.5,   -0.229148,   0.110118,   0.967143    ) 
Spin(   18.5,   6.5,   0.5,   0.540539,   -0.136151,   -0.830229    ) 
Spin(   18.5,   6.5,   2.5,   -0.623115,   -0.114387,   -0.773721    ) 
Spin(   18.5,   8.5,   0.5,   0.978358,   -0.193851,   -0.0723725    ) 
Spin(   18.5,   8.5,   2.5,   0.0411227,   0.0890441,   0.995178    ) 
Spin(   18.5,   10.5,   0.5,   -0.782097,   0.376226,   -0.496768    ) 
Spin(   18.5,   10.5,   2.5,   -0.776265,   0.153525,   0.611427    ) 
Spin(   18.5,   12.5,   0.5,   -0.503844,   -0.372312,   -0.779438    ) 
Spin(   18.5,   12.5,   2.5,   -0.248986,   0.129517,   -0.959808    ) 
Spin(   18.5,   14.5,   0.5,   -0.32182,   -0.020963,   0.946569    ) 
Spin(   18.5,   14.5,   2.5,   -0.0021745,   -0.970917,   -0.239407    ) 
Spin(   18.5,   16.5,   0.5,   0.40847,   -0.157459,   -0.899088    ) 
Spin(   18.5,   16.5,   2.5,   -0.905343,   -0.0548383,   -0.421126    ) 
Spin(   18.5,   18.5,   0.5,   -0.911558,   -0.314403,   -0.264979    ) 
Spin(   18.5,   18.5,   2.5,   -0.358855,   -0.379311,   0.852846    ) 
