0.5,   0.5,   0.5,    
0.5,   0.5,   2.5,    
0.5,   2.5,   0.5,    
0.5,   2.5,   2.5,    
0.5,   4.5,   0.5,    
0.5,   4.5,   2.5,    
0.5,   6.5,   0.5,    
0.5,   6.5,   2.5,    
0.5,   8.5,   0.5,    
0.5,   8.5,   2.5,    
0.5,   10.5,   0.5,    
0.5,   10.5,   2.5,    
0.5,   12.5,   0.5,    
0.5,   12.5,   2.5,    
0.5,   14.5,   0.5,    
0.5,   14.5,   2.5,    
0.5,   16.5,   0.5,    
0.5,   16.5,   2.5,    
0.5,   18.5,   0.5,    
0.5,   18.5,   2.5,    
2.5,   0.5,   0.5,    
2.5,   0.5,   2.5,    
2.5,   2.5,   0.5,    
2.5,   2.5,   2.5,    
2.5,   4.5,   0.5,    
2.5,   4.5,   2.5,    
2.5,   6.5,   0.5,    
2.5,   6.5,   2.5,    
2.5,   8.5,   0.5,    
2.5,   8.5,   2.5,    
2.5,   10.5,   0.5,    
2.5,   10.5,   2.5,    
2.5,   12.5,   0.5,    
2.5,   12.5,   2.5,    
2.5,   14.5,   0.5,    
2.5,   14.5,   2.5,    
2.5,   16.5,   0.5,    
2.5,   16.5,   2.5,    
2.5,   18.5,   0.5,    
2.5,   18.5,   2.5,    
4.5,   0.5,   0.5,    
4.5,   0.5,   2.5,    
4.5,   2.5,   0.5,    
4.5,   2.5,   2.5,    
4.5,   4.5,   0.5,    
4.5,   4.5,   2.5,    
4.5,   6.5,   0.5,    
4.5,   6.5,   2.5,    
4.5,   8.5,   0.5,    
4.5,   8.5,   2.5,    
4.5,   10.5,   0.5,    
4.5,   10.5,   2.5,    
4.5,   12.5,   0.5,    
4.5,   12.5,   2.5,    
4.5,   14.5,   0.5,    
4.5,   14.5,   2.5,    
4.5,   16.5,   0.5,    
4.5,   16.5,   2.5,    
4.5,   18.5,   0.5,    
4.5,   18.5,   2.5,    
6.5,   0.5,   0.5,    
6.5,   0.5,   2.5,    
6.5,   2.5,   0.5,    
6.5,   2.5,   2.5,    
6.5,   4.5,   0.5,    
6.5,   4.5,   2.5,    
6.5,   6.5,   0.5,    
6.5,   6.5,   2.5,    
6.5,   8.5,   0.5,    
6.5,   8.5,   2.5,    
6.5,   10.5,   0.5,    
6.5,   10.5,   2.5,    
6.5,   12.5,   0.5,    
6.5,   12.5,   2.5,    
6.5,   14.5,   0.5,    
6.5,   14.5,   2.5,    
6.5,   16.5,   0.5,    
6.5,   16.5,   2.5,    
6.5,   18.5,   0.5,    
6.5,   18.5,   2.5,    
8.5,   0.5,   0.5,    
8.5,   0.5,   2.5,    
8.5,   2.5,   0.5,    
8.5,   2.5,   2.5,    
8.5,   4.5,   0.5,    
8.5,   4.5,   2.5,    
8.5,   6.5,   0.5,    
8.5,   6.5,   2.5,    
8.5,   8.5,   0.5,    
8.5,   8.5,   2.5,    
8.5,   10.5,   0.5,    
8.5,   10.5,   2.5,    
8.5,   12.5,   0.5,    
8.5,   12.5,   2.5,    
8.5,   14.5,   0.5,    
8.5,   14.5,   2.5,    
8.5,   16.5,   0.5,    
8.5,   16.5,   2.5,    
8.5,   18.5,   0.5,    
8.5,   18.5,   2.5,    
10.5,   0.5,   0.5,    
10.5,   0.5,   2.5,    
10.5,   2.5,   0.5,    
10.5,   2.5,   2.5,    
10.5,   4.5,   0.5,    
10.5,   4.5,   2.5,    
10.5,   6.5,   0.5,    
10.5,   6.5,   2.5,    
10.5,   8.5,   0.5,    
10.5,   8.5,   2.5,    
10.5,   10.5,   0.5,    
10.5,   10.5,   2.5,    
10.5,   12.5,   0.5,    
10.5,   12.5,   2.5,    
10.5,   14.5,   0.5,    
10.5,   14.5,   2.5,    
10.5,   16.5,   0.5,    
10.5,   16.5,   2.5,    
10.5,   18.5,   0.5,    
10.5,   18.5,   2.5,    
12.5,   0.5,   0.5,    
12.5,   0.5,   2.5,    
12.5,   2.5,   0.5,    
12.5,   2.5,   2.5,    
12.5,   4.5,   0.5,    
12.5,   4.5,   2.5,    
12.5,   6.5,   0.5,    
12.5,   6.5,   2.5,    
12.5,   8.5,   0.5,    
12.5,   8.5,   2.5,    
12.5,   10.5,   0.5,    
12.5,   10.5,   2.5,    
12.5,   12.5,   0.5,    
12.5,   12.5,   2.5,    
12.5,   14.5,   0.5,    
12.5,   14.5,   2.5,    
12.5,   16.5,   0.5,    
12.5,   16.5,   2.5,    
12.5,   18.5,   0.5,    
12.5,   18.5,   2.5,    
14.5,   0.5,   0.5,    
14.5,   0.5,   2.5,    
14.5,   2.5,   0.5,    
14.5,   2.5,   2.5,    
14.5,   4.5,   0.5,    
14.5,   4.5,   2.5,    
14.5,   6.5,   0.5,    
14.5,   6.5,   2.5,    
14.5,   8.5,   0.5,    
14.5,   8.5,   2.5,    
14.5,   10.5,   0.5,    
14.5,   10.5,   2.5,    
14.5,   12.5,   0.5,    
14.5,   12.5,   2.5,    
14.5,   14.5,   0.5,    
14.5,   14.5,   2.5,    
14.5,   16.5,   0.5,    
14.5,   16.5,   2.5,    
14.5,   18.5,   0.5,    
14.5,   18.5,   2.5,    
16.5,   0.5,   0.5,    
16.5,   0.5,   2.5,    
16.5,   2.5,   0.5,    
16.5,   2.5,   2.5,    
16.5,   4.5,   0.5,    
16.5,   4.5,   2.5,    
16.5,   6.5,   0.5,    
16.5,   6.5,   2.5,    
